State,ZipCode,TaxRegionName,EstimatedCombinedRate,StateRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
NY,10055,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10060,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10065,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10069,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10075,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10080,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10081,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10087,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10090,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10101,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10102,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10103,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10104,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10105,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10106,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10107,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10108,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10109,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10110,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10111,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10112,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10113,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10114,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10115,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10116,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10117,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10118,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10119,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10120,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10121,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10122,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10123,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10124,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10125,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10126,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10128,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10129,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10130,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10131,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10132,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10133,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10138,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10150,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10151,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10152,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10153,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10154,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10155,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10156,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10157,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10158,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10159,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10160,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10162,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10163,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10164,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10165,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10166,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10167,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10168,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10169,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10170,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10171,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10172,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10173,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10174,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10175,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10176,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10177,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10178,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10179,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10185,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10199,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10203,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10211,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10212,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10213,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10242,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10249,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10256,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10258,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10259,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10260,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10261,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10265,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10268,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10269,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10270,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10271,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10272,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10273,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10274,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10275,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10276,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10277,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10278,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10279,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10280,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10281,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10282,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10285,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10286,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10301,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10302,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10303,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10304,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10305,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10306,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10307,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10308,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10309,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10310,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10311,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10312,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10313,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10314,RICHMOND,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10451,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10452,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10453,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10454,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10455,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10456,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10457,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10458,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10459,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10460,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10461,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10462,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10463,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10464,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10465,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10466,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10467,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10468,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10469,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10470,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10471,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10472,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10473,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10474,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10475,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10501,SOMERS,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10502,GREENBURGH,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10503,IRVINGTON VILLAGE,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10504,BEDFORD,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10505,SOMERS,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10506,POUND RIDGE,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10507,MOUNT KISCO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10509,SOUTHEAST,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10510,MOUNT PLEASANT,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10511,PEEKSKILL,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10512,SOMERS,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10514,YORKTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10516,PHILIPSTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10517,CORTLANDT,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10518,LEWISBORO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10519,NORTH SALEM,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10520,YORKTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10521,CROTON ON HUDSON VILLAGE,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10522,DOBBS FERRY VILLAGE,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10523,GREENBURGH,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10524,PHILIPSTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10526,LEWISBORO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10527,SOMERS,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10528,HARRISON,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10530,GREENBURGH,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10532,MOUNT PLEASANT,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10533,GREENBURGH,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10535,YORKTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10536,LEWISBORO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10537,CORTLANDT,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10538,MAMARONECK TOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10540,SOMERS,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10541,SOMERS,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10542,CARMEL,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10543,HARRISON,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10545,OSSINING,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10546,NEW CASTLE,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10547,YORKTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10548,CORTLANDT,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10549,YORKTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10550,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10551,MOUNT VERNON,0.083750,0.040000,0.000000,0.040000,0.003750,0
NY,10552,EASTCHESTER,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10553,MOUNT VERNON,0.083750,0.040000,0.000000,0.040000,0.003750,0
NY,10560,LEWISBORO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10562,YORKTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10566,PEEKSKILL,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10567,PEEKSKILL,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10570,MOUNT PLEASANT,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10573,HARRISON,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10576,LEWISBORO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10577,HARRISON,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10578,SOMERS,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10579,PUTNAM VALLEY,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10580,HARRISON,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10583,YONKERS,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10587,SOMERS,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10588,YORKTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10589,LEWISBORO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10590,LEWISBORO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10591,GREENBURGH,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10594,MOUNT PLEASANT,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10595,GREENBURGH,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10596,CORTLANDT,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10597,LEWISBORO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10598,SOMERS,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10601,WHITE PLAINS,0.083750,0.040000,0.000000,0.040000,0.003750,0
NY,10602,WHITE PLAINS,0.083750,0.040000,0.000000,0.040000,0.003750,0
NY,10603,GREENBURGH,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10604,NORTH CASTLE,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10605,SCARSDALE VILLAGE,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10606,GREENBURGH,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10607,GREENBURGH,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10610,HARRISON,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10701,YONKERS,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10702,YONKERS,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10703,YONKERS,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10704,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10705,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10706,YONKERS,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10707,YONKERS,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10708,YONKERS,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10709,EASTCHESTER,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10710,YONKERS,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10801,MAMARONECK TOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10802,NEW ROCHELLE,0.083750,0.040000,0.000000,0.040000,0.003750,0
NY,10803,NEW YORK CITY,0.088750,0.040000,0.000000,0.045000,0.003750,0
NY,10804,MAMARONECK TOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10805,NEW ROCHELLE,0.083750,0.040000,0.000000,0.040000,0.003750,0
NY,10901,RAMAPO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10910,TUXEDO,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10911,STONY POINT,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10912,WARWICK,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10913,ORANGETOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10914,BLOOMING GROVE,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10915,CRAWFORD,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10916,MONTGOMERY,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10917,WOODBURY VILLAGE,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10918,CHESTER TOWN  ORANGE COUNTY,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10919,WALLKILL,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10920,CLARKSTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10921,CHESTER TOWN  ORANGE COUNTY,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10922,HIGHLANDS,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10923,HAVERSTRAW TOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10924,WALLKILL,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10925,WARWICK,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10926,MONROE,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10927,HAVERSTRAW TOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10928,HIGHLANDS,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10930,CORNWALL,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10931,RAMAPO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10932,WALLKILL,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10933,MINISINK,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10940,WAWAYANDA TOWN,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10941,WALLKILL,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10949,MONROE VILLAGE,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10950,CHESTER TOWN  ORANGE COUNTY,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10952,RAMAPO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10953,CORNWALL,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10954,CLARKSTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10956,CLARKSTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10958,WAWAYANDA TOWN,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10959,WARWICK,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10960,CLARKSTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10962,ORANGETOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10963,WALLKILL,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10964,ORANGETOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10965,CLARKSTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10968,ORANGETOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10969,WARWICK,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10970,RAMAPO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10973,WAWAYANDA TOWN,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10974,RAMAPO,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10975,TUXEDO,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10976,ORANGETOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10977,CLARKSTOWN,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10979,WARWICK,0.081250,0.040000,0.037500,0.000000,0.003750,0
NY,10980,STONY POINT,0.083750,0.040000,0.040000,0.000000,0.003750,0
NY,10981,CHESTER TOWN  ORANGE COUNTY,0.081250,0.040000,0.037500,0.000000,0.003750,0
